filename,recording_length,sampling_frequency,magnitude_bandwidth,max_magnitude,mean_magnitude,label,set
b0308.wav,8,2000,-3568,32767,-1763.64975,abnormal,set_b
b0070.wav,8,2000,-14977,17791,-4142.4679375,abnormal,set_b
b0266.wav,8,2000,-7902,32767,-1061.4070625,abnormal,set_b
b0287.wav,8,2000,-15707,17061,-6679.101625,abnormal,set_b
b0114.wav,8,2000,-11206,21562,-708.1538125,abnormal,set_b
b0347.wav,8,2000,-9967,22801,-3214.9575,abnormal,set_b
b0427.wav,8,2000,-6422,26346,-1667.883125,normal,set_b
b0318.wav,8,2000,-725,32043,-3490.1105,normal,set_b
b0042.wav,8,2000,-12620,20148,-3326.6816875,abnormal,set_b
b0356.wav,8,2000,-21001,32767,-1338.551625,abnormal,set_b
b0051.wav,8,2000,-8076,32767,-964.2285625,abnormal,set_b
b0321.wav,8,2000,-9997,22771,-2398.928125,abnormal,set_b
b0230.wav,8,2000,-17877,14891,-13041.4321875,abnormal,set_b
b0293.wav,8,2000,-11840,20928,-800.7254375,abnormal,set_b
b0251.wav,8,2000,-10913,21855,-5919.152375,normal,set_b
b0478.wav,8,2000,-9340,23428,-11731.618875,abnormal,set_b
b0460.wav,8,2000,-12676,32767,-1902.5346875,abnormal,set_b
b0302.wav,8,2000,-13509,19259,-2073.3904375,abnormal,set_b
b0379.wav,8,2000,-18004,14764,-3752.2401875,abnormal,set_b
b0087.wav,8,2000,-12124,20644,-7947.415375,abnormal,set_b
b0023.wav,8,2000,-2963,29805,-3881.2223125,normal,set_b
b0102.wav,8,2000,-9812,22956,-5290.660625,abnormal,set_b
b0083.wav,8,2000,-9075,23693,-1512.336875,abnormal,set_b
b0191.wav,8,2000,-12562,20206,-2524.9393125,abnormal,set_b
b0372.wav,8,2000,-1624,32767,-2603.536,abnormal,set_b
b0036.wav,8,2000,-5332,27436,-2925.0908125,abnormal,set_b
b0373.wav,8,2000,-18731,14037,-4944.942875,abnormal,set_b
b0031.wav,7,2000,-8298,24470,-3307.717343067783,abnormal,set_b
b0333.wav,8,2000,-3411,29357,-729.7690625,abnormal,set_b
b0161.wav,8,2000,-11484,21284,-7119.79475,abnormal,set_b
b0290.wav,8,2000,-7256,25512,-1444.84575,abnormal,set_b
b0455.wav,8,2000,-10400,22368,-1645.725137495956,normal,set_b
b0228.wav,8,2000,-4331,28437,-5727.20625,abnormal,set_b
b0225.wav,8,2000,-16514,16254,-524.93925,abnormal,set_b
b0212.wav,8,2000,-5466,27302,-7802.606375,abnormal,set_b
b0474.wav,8,2000,-5800,32767,-1538.0895,normal,set_b
b0126.wav,8,2000,-7121,25647,-2785.5231875,abnormal,set_b
b0113.wav,8,2000,-6969,32767,-2362.153125,abnormal,set_b
b0103.wav,8,2000,-18324,14444,-1695.7739375,abnormal,set_b
b0152.wav,8,2000,-13024,19744,-3737.1844375,abnormal,set_b
b0294.wav,8,2000,-13430,19338,-2287.776375,abnormal,set_b
b0190.wav,8,2000,-14096,18672,-1030.5724375,normal,set_b
b0104.wav,8,2000,-14706,18062,-2363.0990625,abnormal,set_b
b0434.wav,8,2000,-22432,10336,-5102.934125,abnormal,set_b
b0162.wav,8,2000,-6941,25827,-2799.2203125,abnormal,set_b
b0054.wav,8,2000,-16291,16477,-4640.6276875,normal,set_b
b0452.wav,8,2000,-12209,20559,-2018.2083125,abnormal,set_b
b0408.wav,8,2000,-18352,14416,-1117.7185,normal,set_b
b0020.wav,8,2000,-2435,30333,-4975.7845625,abnormal,set_b
b0253.wav,8,2000,-9429,23339,-2613.8853125,normal,set_b
b0215.wav,8,2000,-16066,16702,-13770.9614375,abnormal,set_b
b0196.wav,8,2000,-3568,29200,-1172.481125,abnormal,set_b
b0467.wav,8,2000,-7360,25408,-4255.8715,normal,set_b
b0285.wav,8,2000,-18558,14210,-5406.830875,abnormal,set_b
b0021.wav,8,2000,-8419,24349,-2622.7009375,abnormal,set_b
b0138.wav,8,2000,-8480,24288,-2638.4980625,abnormal,set_b
b0008.wav,8,2000,-13466,19302,-2826.1095625,normal,set_b
b0156.wav,8,2000,-1735,32767,-2519.260375,abnormal,set_b
b0239.wav,8,2000,-2298,30470,-1766.04225,normal,set_b
b0052.wav,8,2000,-6925,25843,-1407.782625,abnormal,set_b
b0435.wav,8,2000,-18217,14551,-1195.6538125,abnormal,set_b
b0451.wav,8,2000,-2960,29808,-1647.2776875,abnormal,set_b
b0010.wav,8,2000,-1575,32767,-3820.0683125,abnormal,set_b
b0329.wav,8,2000,-10459,22309,-1754.4763125,abnormal,set_b
b0353.wav,8,2000,-13476,19292,-2725.788875,abnormal,set_b
b0472.wav,8,2000,-15728,17040,-2366.505375,abnormal,set_b
b0448.wav,8,2000,-22280,10488,-12921.1761875,abnormal,set_b
b0211.wav,8,2000,-705,32063,-3782.276,abnormal,set_b
b0419.wav,8,2000,-10337,22431,-3230.628125,abnormal,set_b
b0489.wav,8,2000,-19281,13487,-11654.7823125,abnormal,set_b
b0473.wav,8,2000,-4611,28157,-1693.5240625,abnormal,set_b
b0201.wav,8,2000,-19657,13111,-693.9859375,abnormal,set_b
b0127.wav,8,2000,-8941,23827,-1242.010875,abnormal,set_b
b0370.wav,8,2000,-13308,19460,-2206.1276875,abnormal,set_b
b0454.wav,8,2000,-965,31803,-1110.49625,abnormal,set_b
b0227.wav,8,2000,-10132,22636,-1550.5545,abnormal,set_b
b0364.wav,8,2000,-17292,15476,-1546.129125,abnormal,set_b
b0130.wav,8,2000,-3185,29583,-6051.6301875,normal,set_b
b0206.wav,8,2000,-2130,32767,-3098.176375,abnormal,set_b
b0271.wav,8,2000,-24163,8605,-5577.9915,normal,set_b
b0043.wav,8,2000,-4913,27855,-2979.0965625,normal,set_b
b0380.wav,8,2000,-5523,27245,-2032.0993125,abnormal,set_b
b0073.wav,8,2000,-15147,17621,-3741.3084375,abnormal,set_b
b0236.wav,8,2000,-9293,23475,-2587.4815,abnormal,set_b
b0232.wav,8,2000,-11774,20994,-3682.022375,normal,set_b
b0189.wav,8,2000,-11780,32767,-1767.9784375,abnormal,set_b
b0301.wav,8,2000,-11446,21322,-5867.0109375,abnormal,set_b
b0412.wav,8,2000,-17997,14771,-376.2916875,abnormal,set_b
b0300.wav,8,2000,-26098,6670,-722.9939375,abnormal,set_b
b0324.wav,8,2000,-20757,12011,-7302.96675,abnormal,set_b
b0490.wav,8,2000,-18346,14422,-7309.7335625,abnormal,set_b
b0016.wav,8,2000,-10514,22254,-1666.2905,normal,set_b
b0098.wav,8,2000,-22757,10011,-12134.2064375,abnormal,set_b
b0231.wav,8,2000,-17527,15241,-3960.0174375,abnormal,set_b
b0204.wav,8,2000,-695,32767,-2689.75875,abnormal,set_b
b0110.wav,8,2000,-4037,32767,-2763.738875,abnormal,set_b
b0367.wav,8,2000,-9910,22858,-3709.08125,normal,set_b
b0280.wav,8,2000,-7935,24833,-1256.7219375,normal,set_b
b0352.wav,8,2000,-25275,7493,-8859.287875,abnormal,set_b
b0146.wav,8,2000,-5399,27369,-1984.353625,abnormal,set_b
c0025.wav,56,2000,-4759,30695,0.19519743200943487,normal,set_c
c0024.wav,106,2000,14115,8456,-30.928250486800977,normal,set_c
c0018.wav,68,2000,17064,9187,-29.31193909669863,normal,set_c
c0003.wav,33,2000,-1,32767,-27.60418102458075,abnormal,set_c
c0014.wav,44,2000,-2275,30612,-36.19554254840162,normal,set_c
c0008.wav,30,2000,15627,6223,-32.17195925704014,normal,set_c
c0006.wav,29,2000,-2747,32603,1.5606655129281541,abnormal,set_c
c0004.wav,57,2000,19797,11722,-29.67179955630954,normal,set_c
c0001.wav,23,2000,17288,8870,-31.252849535712713,normal,set_c
c0020.wav,69,2000,-4246,32425,-1.4819373945533407,normal,set_c
c0026.wav,42,2000,-6262,32710,14.49695985587465,normal,set_c
c0016.wav,25,2000,-3585,29536,3.556050737058622,abnormal,set_c
c0012.wav,19,2000,8997,4402,-32.887641344163086,normal,set_c
c0013.wav,32,2000,12239,5796,-28.13706840188051,normal,set_c
c0021.wav,60,2000,-6135,27026,0.5280035123470597,normal,set_c
c0007.wav,32,2000,-7006,31735,2.4136629284473226,abnormal,set_c
c0017.wav,61,2000,11492,4907,-27.646771475327085,normal,set_c
c0009.wav,60,2000,12108,5594,-28.28898237578413,normal,set_c
c0005.wav,10,2000,6969,3856,-26.00139910871593,normal,set_c
c0030.wav,17,2000,-5237,31897,-14.215731926556836,abnormal,set_c
c0031.wav,122,2000,11801,6077,-29.4998217191195,normal,set_c
c0027.wav,70,2000,-2365,30542,-0.71073169681,normal,set_c
c0029.wav,37,2000,9209,4524,-31.886781484886175,normal,set_c
c0028.wav,15,2000,8661,4254,-25.554651719187916,normal,set_c
c0022.wav,72,2000,-6710,32657,2.1151347625380335,abnormal,set_c
c0002.wav,12,2000,9870,4810,-34.73601693085129,normal,set_c
c0019.wav,52,2000,-9695,32767,3.176544377327904,normal,set_c
c0015.wav,85,2000,-14168,28339,3.903663612188951,normal,set_c
c0011.wav,69,2000,-4469,28554,-7.44703164268177,abnormal,set_c
c0010.wav,89,2000,-3700,29417,0.9197249504440438,normal,set_c
c0023.wav,36,2000,-1,32767,-33.453636590852284,normal,set_c
d0013.wav,9,2000,14437,8297,-0.08285435419151936,abnormal,set_d
d0025.wav,14,2000,14976,7296,-64.92450980392157,abnormal,set_d
d0053.wav,8,2000,6500,3659,-37.49399293286219,abnormal,set_d
d0014.wav,8,2000,3889,1936,0.10387914957105558,normal,set_d
d0002.wav,11,2000,6244,4249,0.0,normal,set_d
d0005.wav,9,2000,27993,15832,-37.79331032651978,abnormal,set_d
d0008.wav,30,2000,-23732,32021,-42.79817052702249,normal,set_d
d0034.wav,28,2000,18818,8038,-42.08329760628796,normal,set_d
d0046.wav,19,2000,10520,6219,-0.0634540715919366,normal,set_d
d0037.wav,13,2000,16720,7931,-38.27583456307582,abnormal,set_d
d0018.wav,18,2000,6398,2635,-0.0033607797008906068,normal,set_d
d0035.wav,19,2000,5091,2551,-39.99630785231409,normal,set_d
d0001.wav,7,2000,13364,6480,-36.37396897465002,abnormal,set_d
d0015.wav,8,2000,25739,9518,-29.112052545155993,abnormal,set_d
d0024.wav,8,2000,21922,10146,-39.05383165829146,abnormal,set_d
d0012.wav,17,2000,15907,9470,-33.41543643819566,normal,set_d
d0021.wav,22,2000,17139,8556,-34.93714285714286,normal,set_d
d0009.wav,12,2000,1457,757,0.017895288380153963,normal,set_d
d0003.wav,11,2000,10171,4166,-100.55480072463769,normal,set_d
d0027.wav,12,2000,8594,5177,0.06604477611940299,abnormal,set_d
d0031.wav,17,2000,5793,2481,-35.93447309902677,abnormal,set_d
d0041.wav,29,2000,32364,19128,-38.892131237748046,abnormal,set_d
d0039.wav,11,2000,20980,10403,-0.27181429766991144,normal,set_d
d0048.wav,15,2000,13017,6206,-63.92161458333333,abnormal,set_d
d0032.wav,16,2000,8288,4529,-36.90182734719597,normal,set_d
d0020.wav,11,2000,7691,3636,-69.69847138927717,abnormal,set_d
d0004.wav,10,2000,3160,1772,0.09464998948917384,normal,set_d
d0038.wav,27,2000,13875,7593,-36.915758249907306,normal,set_d
d0050.wav,11,2000,-20627,23618,-22.78834155880436,abnormal,set_d
d0006.wav,7,2000,15640,7381,-34.25448755066589,abnormal,set_d
d0051.wav,14,2000,6222,2459,-0.11102530155928214,normal,set_d
d0052.wav,33,2000,-30460,19742,-39.008823529411764,normal,set_d
d0007.wav,13,2000,13669,4852,0.25453834115805946,abnormal,set_d
d0010.wav,12,2000,10658,6136,0.0343639759286159,normal,set_d
d0011.wav,23,2000,10349,5869,-36.4755093194625,normal,set_d
d0047.wav,13,2000,4746,2787,-0.04231651376146789,abnormal,set_d
d0042.wav,49,2000,20000,11451,-39.31010506798517,normal,set_d
d0033.wav,14,2000,15203,8920,0.022711559734513276,normal,set_d
d0026.wav,21,2000,7185,4603,-36.00481899388811,normal,set_d
d0040.wav,29,2000,6544,3321,-40.599209621993126,normal,set_d
d0045.wav,7,2000,15110,6919,-73.89513334337803,abnormal,set_d
d0044.wav,8,2000,20516,11390,-28.285174868461777,abnormal,set_d
d0029.wav,8,2000,7655,3680,0.2815096131023024,normal,set_d
d0028.wav,9,2000,5132,2531,-0.0020189201661282878,normal,set_d
d0016.wav,11,2000,7959,4102,-69.5294863091197,abnormal,set_d
d0030.wav,8,2000,23318,12782,-26.764195342582973,abnormal,set_d
d0036.wav,20,2000,3134,1867,0.0037133956386292835,abnormal,set_d
d0055.wav,12,2000,3799,2245,-0.320362563237774,abnormal,set_d
d0022.wav,24,2000,18762,10215,-39.108436981757876,normal,set_d
d0017.wav,12,2000,3190,2100,-0.03353881093357126,normal,set_d
d0049.wav,12,2000,22364,10498,-35.83154613466334,abnormal,set_d
d0054.wav,8,2000,12717,7259,-31.113148933628054,abnormal,set_d
d0023.wav,16,2000,31855,16312,-61.41486568986569,abnormal,set_d
d0043.wav,10,2000,-13838,19979,-25.06289590503267,abnormal,set_d
d0019.wav,8,2000,6126,3676,-0.21447463332531858,normal,set_d
e01945.wav,50,2000,-16863,20504,-520.3950124139036,abnormal,set_e
e00240.wav,17,2000,-10254,23406,-702.7294388931591,abnormal,set_e
e00082.wav,17,2000,-837,32767,-436.4291631648457,abnormal,set_e
e00491.wav,34,2000,-31211,19661,-416.9234513274336,abnormal,set_e
e00322.wav,18,2000,18971,8870,-38.232406356413165,abnormal,set_e
e00864.wav,21,2000,-4551,30948,423.2086322390612,abnormal,set_e
e01053.wav,33,2000,16958,9503,21.48428058767598,abnormal,set_e
e00145.wav,30,2000,-7241,27699,67.21544970746703,abnormal,set_e
e00609.wav,20,2000,-23339,17930,97.35268376587241,abnormal,set_e
e00343.wav,9,2000,30960,12201,-526.4670607138759,abnormal,set_e
e01879.wav,28,2000,-4995,30570,43.255886997718896,abnormal,set_e
e02061.wav,15,2000,-17554,20831,-76.67972397692941,abnormal,set_e
e00158.wav,28,2000,-24835,32767,1531.7030393175871,abnormal,set_e
e01888.wav,19,2000,17657,10017,225.35480178961606,abnormal,set_e
e01443.wav,24,2000,18959,13707,533.8571280305546,abnormal,set_e
e02087.wav,9,2000,-27306,19745,190.08897799934974,abnormal,set_e
e01059.wav,22,2000,-8816,24358,93.17158713040352,abnormal,set_e
e00045.wav,22,2000,-19918,18204,-4438.940685756308,abnormal,set_e
e01878.wav,18,2000,-30741,13175,-379.7913486713832,abnormal,set_e
e01709.wav,16,2000,-16477,18743,43.13623776403916,abnormal,set_e
e00662.wav,9,2000,-774,32699,-1107.5980714210025,abnormal,set_e
e01720.wav,10,2000,21252,7669,-367.5146113677445,abnormal,set_e
e01939.wav,18,2000,-22055,17397,86.55362827972336,abnormal,set_e
e00599.wav,53,2000,-8639,32767,-3.4989327441581786,abnormal,set_e
e01943.wav,17,2000,-706,32740,-436.8252032520325,abnormal,set_e
e01325.wav,23,2000,21140,10678,-987.726537933478,abnormal,set_e
e01712.wav,11,2000,-27179,11177,-5453.860853692783,abnormal,set_e
e00444.wav,21,2000,-16,32752,14.204714989444053,abnormal,set_e
e01973.wav,39,2000,3079,1073,-369.471316215591,abnormal,set_e
e01527.wav,24,2000,-17367,30068,-34.06288819875776,abnormal,set_e
e01112.wav,26,2000,-14213,22503,-1765.5203482796978,abnormal,set_e
e02103.wav,26,2000,-9180,31094,-125.01795515132507,abnormal,set_e
e00460.wav,19,2000,-30289,20588,105.79250400371959,abnormal,set_e
e00916.wav,19,2000,19275,8144,7.910798752956353,abnormal,set_e
e01171.wav,17,2000,-4161,31468,278.53715034965035,abnormal,set_e
e01759.wav,19,2000,30760,12961,-1683.261624621076,abnormal,set_e
e00604.wav,23,2000,19907,8061,-0.6354359526372444,abnormal,set_e
e00453.wav,25,2000,16793,7987,21.40650966722062,abnormal,set_e
e01007.wav,8,2000,-10060,26061,-2034.9604679802956,abnormal,set_e
e00768.wav,17,2000,-12720,20048,-3.762051488798019,abnormal,set_e
e01850.wav,21,2000,-8192,24576,479.1653505623355,abnormal,set_e
e00889.wav,30,2000,-11954,31643,68.19766462222822,abnormal,set_e
e01400.wav,24,2000,14286,3061,-2289.817936362881,abnormal,set_e
e01138.wav,25,2000,-3704,29064,43.07320069752695,abnormal,set_e
e00071.wav,21,2000,-10322,22446,879.1638570146857,normal,set_e
e01084.wav,13,2000,-5206,27562,215.6958782742681,normal,set_e
e00582.wav,25,2000,-5462,29907,269.74772459788153,abnormal,set_e
e01302.wav,27,2000,13922,6156,-293.07015320386176,abnormal,set_e
e01838.wav,11,2000,-25339,18440,-714.0845978062157,abnormal,set_e
e00168.wav,12,2000,-16115,19876,37.43781705121911,abnormal,set_e
e01204.wav,20,2000,24226,16415,474.29099710549957,abnormal,set_e
e01808.wav,16,2000,12561,6122,5.002133105802048,abnormal,set_e
e01979.wav,38,2000,-1,32767,20.59859487852922,abnormal,set_e
e00844.wav,11,2000,-830,32740,-1194.028986162612,abnormal,set_e
e01290.wav,28,2000,5477,2352,-332.52953771631155,abnormal,set_e
e01335.wav,10,2000,14774,6345,-296.3255937954435,abnormal,set_e
e00959.wav,10,2000,-11103,25906,-259.3550717052235,abnormal,set_e
e00692.wav,27,2000,28672,12616,15.140809068681929,abnormal,set_e
e00735.wav,20,2000,-11879,26214,32.473496835443036,abnormal,set_e
e00236.wav,18,2000,14295,6758,22.78147364996747,abnormal,set_e
e01628.wav,17,2000,-8791,28772,32.35121026538349,abnormal,set_e
e01588.wav,16,2000,-26158,23459,-508.39379527559055,abnormal,set_e
e00196.wav,40,2000,12501,6160,12.439368957505808,abnormal,set_e
e01131.wav,16,2000,-28757,15974,-369.48332202971824,abnormal,set_e
e01387.wav,16,2000,-28902,18593,29.83863837312113,abnormal,set_e
e00023.wav,15,2000,-12825,27765,-213.8344980513372,abnormal,set_e
e00461.wav,16,2000,-4113,28655,1149.540537055543,normal,set_e
e01110.wav,18,2000,-6434,27406,-2361.554955596974,abnormal,set_e
e00282.wav,20,2000,-18587,21891,-158.76299309664694,abnormal,set_e
e01353.wav,30,2000,-14593,18175,-2775.3539796125024,abnormal,set_e
e00830.wav,23,2000,-110,32673,20.463043008428787,abnormal,set_e
e01962.wav,9,2000,-3565,29203,-813.2630893019038,normal,set_e
e01144.wav,14,2000,-9421,23347,-463.5146190510066,abnormal,set_e
e01343.wav,40,2000,-14311,20815,-233.24631093875905,abnormal,set_e
e01881.wav,13,2000,-6606,32767,646.5969577242197,normal,set_e
e01194.wav,17,2000,-6611,29223,-467.28181927856195,abnormal,set_e
e00668.wav,41,2000,-28406,19907,35.898442814109416,abnormal,set_e
e00691.wav,41,2000,-25475,21828,-175.84908632640202,abnormal,set_e
e01845.wav,18,2000,-24131,11685,-5470.214531718698,abnormal,set_e
e01196.wav,21,2000,-19372,17724,-319.9039851626403,abnormal,set_e
e01390.wav,27,2000,-9585,29573,-320.5778832759,abnormal,set_e
e01892.wav,40,2000,9134,4833,21.314431560373077,abnormal,set_e
e01017.wav,16,2000,-27455,14549,-290.5253333333333,abnormal,set_e
e01504.wav,15,2000,22790,9781,-108.92843859769957,abnormal,set_e
e00167.wav,23,2000,-15987,23345,-160.84272687798523,abnormal,set_e
e00049.wav,23,2000,-18776,20917,-1530.1827155608319,abnormal,set_e
e00362.wav,17,2000,-27174,13320,-5866.554678521745,abnormal,set_e
e00700.wav,20,2000,-28296,15630,-53.12616939945679,abnormal,set_e
e00880.wav,16,2000,-9242,23526,311.3576878756735,normal,set_e
e00028.wav,13,2000,19802,6011,-2541.2380129264993,abnormal,set_e
e01294.wav,22,2000,-14622,23079,83.52048879088571,abnormal,set_e
e00337.wav,27,2000,-16195,22034,-731.7607970933063,abnormal,set_e
e00328.wav,21,2000,-5556,32767,543.1393977475954,normal,set_e
e00989.wav,15,2000,-705,32699,-1008.2366091619823,abnormal,set_e
e01653.wav,8,2000,21217,10281,-19.47405251424325,abnormal,set_e
e00188.wav,14,2000,-16262,21466,-229.17100532144397,abnormal,set_e
e00996.wav,13,2000,-27192,17967,-168.66895083236545,abnormal,set_e
e00553.wav,41,2000,-25902,18600,-1280.9568310506702,abnormal,set_e
e00416.wav,38,2000,-16577,23400,-136.0419505292946,abnormal,set_e
e00674.wav,18,2000,-16736,22198,86.0566648531012,abnormal,set_e
e01957.wav,10,2000,8270,4135,5.310454370427416,abnormal,set_e
e00535.wav,21,2000,-12437,30385,-359.7524890667163,abnormal,set_e
e00862.wav,24,2000,-5407,27361,14.684592233415541,abnormal,set_e
e00593.wav,19,2000,26624,11960,17.48656290531777,abnormal,set_e
e01170.wav,26,2000,-9687,32767,231.99939784779147,abnormal,set_e
e01182.wav,33,2000,30212,9781,13.162623567226635,abnormal,set_e
e01145.wav,23,2000,17865,10072,11.127946053504312,abnormal,set_e
e01997.wav,14,2000,31942,15627,-1415.544826604002,abnormal,set_e
e00924.wav,31,2000,-5587,27181,607.7416134120364,normal,set_e
e00881.wav,23,2000,-30289,16109,-1415.0352131033583,abnormal,set_e
e01865.wav,16,2000,30234,13428,-372.98151020661413,abnormal,set_e
e00375.wav,23,2000,31129,20152,-491.03730458457756,abnormal,set_e
e02005.wav,15,2000,-12477,26025,-882.422,abnormal,set_e
e00667.wav,23,2000,-24731,15147,93.80128342705069,abnormal,set_e
e01280.wav,21,2000,-7575,32767,1394.2037028422571,normal,set_e
e01028.wav,20,2000,-12887,29578,-147.01109573595735,abnormal,set_e
e00773.wav,22,2000,14417,6717,13.976979017092038,abnormal,set_e
e01394.wav,13,2000,-15214,22001,-74.41555622099116,abnormal,set_e
e00687.wav,20,2000,-23170,27680,550.297180813305,abnormal,set_e
e00972.wav,23,2000,-19262,23248,-397.4883680328227,abnormal,set_e
e00190.wav,12,2000,-23882,21315,-176.3274355424814,abnormal,set_e
e02110.wav,15,2000,16789,7864,-46.3649542042559,abnormal,set_e
e01268.wav,15,2000,-14477,32767,66.4754279959718,abnormal,set_e
e00915.wav,22,2000,-16626,25020,83.87824103351703,abnormal,set_e
e00982.wav,26,2000,-4977,27791,219.1543922938174,abnormal,set_e
e01442.wav,20,2000,-1950,32671,-476.3121831195944,abnormal,set_e
e01805.wav,14,2000,27600,9830,14.398622394913458,abnormal,set_e
e01626.wav,12,2000,-10575,30385,-418.4665779847024,abnormal,set_e
e00737.wav,23,2000,-1693,32767,523.9612717144807,normal,set_e
e00061.wav,14,2000,-11627,28399,-216.1979491267483,abnormal,set_e
e00906.wav,9,2000,9132,4297,-20.60780904204869,abnormal,set_e
e01579.wav,20,2000,14035,5362,-367.60035,abnormal,set_e
e00505.wav,23,2000,21520,11145,-171.9793254742067,abnormal,set_e
e00893.wav,18,2000,-22323,21504,-67.37485901195579,abnormal,set_e
e01209.wav,19,2000,-29479,13537,-311.25647857889237,abnormal,set_e
e00697.wav,20,2000,-7435,27223,-895.220349839862,abnormal,set_e
e02053.wav,25,2000,-4305,32767,-164.4643204276689,abnormal,set_e
e00437.wav,24,2000,-12660,24725,12.625638428095057,abnormal,set_e
e01192.wav,30,2000,-28062,13409,-181.1028287841191,abnormal,set_e
e00338.wav,58,2000,-7573,32767,-1414.0847868636654,abnormal,set_e
e01781.wav,17,2000,-21646,20257,-2305.5820164441075,abnormal,set_e
e01625.wav,23,2000,-11878,24986,43.21528112537798,abnormal,set_e
e00468.wav,28,2000,-7503,32752,20.904123638421275,abnormal,set_e
e01765.wav,57,2000,-1,32767,46.45364094164387,abnormal,set_e
e00892.wav,12,2000,26131,11614,-3729.5463565387117,abnormal,set_e
e00780.wav,19,2000,-22553,17114,-2771.5770290315745,abnormal,set_e
e00750.wav,19,2000,-14820,28895,-384.66198972975775,abnormal,set_e
e01937.wav,36,2000,-6014,26754,108.18963004484304,abnormal,set_e
e00116.wav,32,2000,28087,9362,-1548.097691762458,abnormal,set_e
e00788.wav,10,2000,-14634,25508,-534.4854444100341,abnormal,set_e
e01991.wav,10,2000,-23438,31814,1300.7206833317248,abnormal,set_e
e01658.wav,37,2000,-12934,23283,79.11447788664537,abnormal,set_e
e01631.wav,10,2000,-6793,30770,32.666562042268254,abnormal,set_e
e01311.wav,18,2000,26295,10470,-2054.0972747497217,abnormal,set_e
e01154.wav,26,2000,-16590,32767,-274.9356368824958,abnormal,set_e
e00499.wav,19,2000,-31258,12166,-189.5102917299534,abnormal,set_e
e01298.wav,22,2000,-23347,9421,182.40501905972044,normal,set_e
e00204.wav,33,2000,12493,6390,22.464546259271696,abnormal,set_e
e01044.wav,12,2000,-31410,18104,45.7267998678996,abnormal,set_e
e01530.wav,13,2000,21938,9858,-148.8465450983347,abnormal,set_e
e01706.wav,25,2000,-6692,29537,-3759.066569042625,abnormal,set_e
e01256.wav,16,2000,-25361,7407,203.58860157663875,normal,set_e
e00175.wav,20,2000,-16887,19299,106.72529624671526,abnormal,set_e
e01071.wav,22,2000,20427,10109,63.67333856016234,abnormal,set_e
e00679.wav,16,2000,24163,8958,-2546.252469214982,abnormal,set_e
e01479.wav,17,2000,-12847,32767,359.0923948702654,normal,set_e
e00276.wav,11,2000,-28086,18725,-1201.8008391358685,abnormal,set_e
e00333.wav,80,2000,-20425,15629,-187.5466011435405,abnormal,set_e
e00075.wav,17,2000,-6802,27882,-520.8447113975974,abnormal,set_e
e01748.wav,15,2000,-8192,30948,434.0008964280789,abnormal,set_e
e00450.wav,12,2000,-15059,21082,-419.36970447557223,abnormal,set_e
e02096.wav,17,2000,-13724,23362,-276.1630685753868,abnormal,set_e
e01464.wav,14,2000,31949,18268,-370.622276551377,abnormal,set_e
e01849.wav,32,2000,-21475,24803,-451.9895602509285,abnormal,set_e
e00949.wav,21,2000,24854,13191,-160.87413063909776,abnormal,set_e
e00046.wav,15,2000,-4757,30830,126.23321899381222,abnormal,set_e
e00202.wav,26,2000,-5129,29634,44.78496795494271,abnormal,set_e
e00296.wav,26,2000,-16848,18175,-2770.2744245130493,abnormal,set_e
e00111.wav,14,2000,-18683,23507,-527.3148148148148,abnormal,set_e
e01324.wav,9,2000,16819,9557,-54.539055793991416,abnormal,set_e
e01616.wav,18,2000,19561,9446,-375.1144530586837,abnormal,set_e
e00603.wav,92,2000,-10133,32767,803.388779838824,normal,set_e
e01985.wav,18,2000,-11703,28087,-722.6364732314099,abnormal,set_e
e00027.wav,31,2000,31418,16139,31.71111216971545,abnormal,set_e
e01730.wav,24,2000,-26677,21005,187.20447835668844,abnormal,set_e
e01717.wav,8,2000,-15876,27853,-56.03680029787762,abnormal,set_e
e00631.wav,24,2000,-8937,26109,73.97296392399765,abnormal,set_e
e00048.wav,22,2000,-7284,32767,1706.0480365131727,normal,set_e
e00009.wav,14,2000,-5572,27196,-731.6293366638912,abnormal,set_e
e01381.wav,11,2000,-10477,23183,-690.6206013468652,abnormal,set_e
e00765.wav,19,2000,-32165,12866,104.97550484236555,abnormal,set_e
e01255.wav,20,2000,-26194,14484,-387.1123595505618,abnormal,set_e
e01820.wav,34,2000,-19620,15100,-379.46390191771064,abnormal,set_e
e00038.wav,12,2000,-23339,16384,97.00329079380367,abnormal,set_e
e01183.wav,22,2000,-16981,18440,-2780.5032228360956,abnormal,set_e
e00223.wav,18,2000,-12288,24576,500.60930760499434,abnormal,set_e
e00462.wav,39,2000,-16142,25827,81.02473076923077,abnormal,set_e
e00623.wav,19,2000,-10787,26866,-908.2087672688629,abnormal,set_e
e01232.wav,22,2000,-11115,30586,-234.8577045843549,abnormal,set_e
e01473.wav,17,2000,32286,17669,13.27533570181249,abnormal,set_e
e01714.wav,25,2000,-6675,30948,66.21548226409031,abnormal,set_e
e00160.wav,16,2000,-15319,27607,-53.61962582084004,abnormal,set_e
e01705.wav,18,2000,28344,12288,15.096868110124936,abnormal,set_e
e00560.wav,26,2000,-20835,26801,-530.1238451217174,abnormal,set_e
e01338.wav,24,2000,-637,32740,-831.9575534759358,abnormal,set_e
